DISTRICT,STREET ID,STREET NAME,SEC ID,BEG LOCATION,END LOCATION,FC,ST,Lns,L,W,"AREA (SqFt)",PCI DATE,PCI,"Last MnR Date",Last MnR Treatment
6,516242,GLEN AVE,033,CORNER BETWEEN SUMMER/ARCH,SPRUCE ST,R,A,2,580,23,"13,340",07/07/2022,12,,
6,516243,GLENDALE AVE,030,CAMPUS DR,LA LOMA AVE,C,O,2,640,32,"20,480",07/06/2022,74,12/15/2015,MILL AND OVERLAY
6,516243,GLENDALE AVE,034,LA LOMA AVE,DEL MAR AVE,R,A,2,675,22,"14,850",07/06/2022,30,06/01/1995,RECONSTRUCT STRUCTURE (AC)
5,418245,GRANT ST,030,NORTH END,ROSE ST,R,O,2,310,36,"11,160",07/14/2022,48,06/01/1995,MILL AND OVERLAY W/FABRIC
5,418245,GRANT ST,032,ROSE ST,CEDAR ST,R,O,2,"1,325",36,"47,700",07/14/2022,61,06/01/1995,MILL AND OVERLAY W/FABRIC
1,423245,GRANT ST,040,CEDAR ST,LINCOLN ST,R,O,2,318,36,"11,448",07/21/2022,55,07/22/1997,MILL AND THICK OVERLAY
1,423245,GRANT ST,041,LINCOLN ST,VIRGINIA ST,R,O,2,320,36,"11,520",07/21/2022,47,07/22/1997,MILL AND THICK OVERLAY
1,423245,GRANT ST,042,VIRGINIA ST,FRANCISCO ST,R,O,2,318,36,"11,448",07/21/2022,24,07/22/1997,MILL AND THICK OVERLAY
1,423245,GRANT ST,044,FRANCISCO ST,OHLONE PARK,R,O,2,525,36,"18,900",07/21/2022,97,10/11/2019,MILL AND THICK OVERLAY
1,423245,GRANT ST,048,HEARST AVE,UNIVERSITY AVE,R,A,2,600,36,"21,600",07/21/2022,63,12/15/2004,RECONSTRUCT SURFACE (AC)
4,830245,GRANT ST,051,UNIVERSITY AVE,ADDISON ST,R,A,2,335,42,"14,070",07/21/2022,90,12/15/2004,RECONSTRUCT STRUCTURE (AC)
4,830245,GRANT ST,053,ADDISON ST,ALLSTON WAY,R,O,2,665,42,"27,930",07/27/2022,37,09/13/2000,MEDIUM AC OVERLAY (2 INCHES)
4,830245,GRANT ST,055,ALLSTON WAY,BANCROFT WAY,R,A,2,670,42,"28,140",07/27/2022,85,12/15/2004,RECONSTRUCT STRUCTURE (AC)
4,830245,GRANT ST,057,BANCROFT WAY,CHANNING WAY,R,O,2,670,42,"28,140",07/27/2022,41,09/13/2000,MEDIUM AC OVERLAY (2 INCHES)
4,830245,GRANT ST,059,CHANNING WAY,DWIGHT WAY,R,A,2,665,42,"27,930",07/12/2022,77,12/15/2004,RECONSTRUCT STRUCTURE (AC)
3,834245,GRANT ST,060,DWIGHT WAY,OREGON ST,R,A,2,"2,266",36,"81,576",07/12/2022,31,07/01/1993,RECONSTRUCT SURFACE (AC)
3,834245,GRANT ST,061,NORTH END (GROVE PARK),RUSSELL ST,R,A,2,196,36,"7,056",07/12/2022,37,,
2,920246,GRAYSON ST,020,3RD ST (WEST END),SAN PABLO AVE,R,A,2,"2,568",36,"92,448",07/13/2022,66,07/29/2000,RECONSTRUCT STRUCTURE (AC)
6,516248,GREENWOOD TERRACE,030,ROSE ST,BUENA VISTA WAY,R,A,2,475,17,"8,075",07/07/2022,18,,
6,111249,GRIZZLY PEAK BLVD,010,NORTH CITY LIMIT (SPRUCE ST),EUCLID AVE,C,O,2,"1,050",35,"36,750",07/06/2022,23,11/01/1990,MILL AND THICK OVERLAY
6,111249,GRIZZLY PEAK BLVD,015,EUCLID AVE,KEELER AVE,C,O,2,"1,250",30,"37,500",07/06/2022,19,11/01/1990,MILL AND THICK OVERLAY
6,115249,GRIZZLY PEAK BLVD,020,MARIN AVE,SHASTA RD (S),C,O,2,"4,065",34,"138,210",07/06/2022,82,07/09/2014,MILL AND THICK OVERLAY
6,116249,GRIZZLY PEAK BLVD,029,SHASTA RD (S),ARCADE AVE,C,O,2,"1,065",32,"34,080",07/06/2022,76,06/15/2016,SLURRY SEAL
6,516249,GRIZZLY PEAK BLVD,032,ARCADE AVE,HILL RD,C,O,2,785,32,"25,120",07/06/2022,89,05/24/2016,MILL AND OVERLAY
6,516249,GRIZZLY PEAK BLVD,035,HILL RD,EAST CITY LIMIT,C,O,2,"2,515",32,"80,480",07/06/2022,50,11/01/1986,THICK OVERLAY W/FABRIC
8,739260,HALCYON CT,070,WEBSTER ST,PRINCE ST,R,O,2,460,57,"26,220",07/28/2022,81,10/14/2011,MILL AND THICK OVERLAY
6,111261,HALKIN LANE,070,SPRUCE ST,CRAGMONT AVE,R,O,2,515,22,"11,330",07/08/2022,50,10/01/1992,MILL AND THICK OVERLAY
6,516263,HARDING CIRCLE,030,OLYMPUS AVE,END,R,A,2,65,38,"2,470",07/08/2022,45,07/01/1993,RECONSTRUCT SURFACE (AC)
2,940264,HARMON ST,045,IDAHO ST,SACRAMENTO ST,R,O,2,"1,025",36,"36,900",07/12/2022,11,09/01/1991,MILL AND OVERLAY W/FABRIC
3,840264,HARMON ST,050,SACRAMENTO ST,ADELINE ST,R,A,2,"1,985",36,"71,460",07/12/2022,63,12/01/1989,RECONSTRUCT STRUCTURE (AC)
4,729265,HAROLD WAY,050,ALLSTON WAY,KITTREDGE ST,R,O,2,325,36,"11,700",07/27/2022,47,12/01/1989,MILL AND OVERLAY W/FABRIC
3,834266,HARPER ST,068,RUSSELL ST,ASHBY AVE,R,O,2,665,36,"23,940",07/11/2022,67,09/03/2008,MILL AND THICK OVERLAY
3,840266,HARPER ST,070,ASHBY AVE,WOOLSEY ST,R,A,2,935,36,"33,660",07/11/2022,58,07/31/2002,RECONSTRUCT SURFACE (AC)
3,840266,HARPER ST,072,WOOLSEY ST,FAIRVIEW ST,R,A,2,306,36,"11,016",07/11/2022,74,,
1,320267,HARRISON ST,020,EASTSHORE HWY,2ND ST,R,A,2,270,49,"13,230",07/20/2022,42,,
1,320267,HARRISON ST,022,WEST END (3RD ST),6TH ST,R,A,2,935,34,"31,790",07/21/2022,70,09/13/2000,RECONSTRUCT STRUCTURE (AC)
1,320267,HARRISON ST,030,6TH ST,8TH ST,R,O,2,645,35,"22,575",07/21/2022,72,,
1,320267,HARRISON ST,034,8TH ST,SAN PABLO AVE,R,A,2,990,35,"34,650",07/21/2022,78,07/18/2008,RECONSTRUCT STRUCTURE (AC)
1,319267,HARRISON ST,040,SAN PABLO AVE,STANNAGE AVE,R,A,2,495,36,"17,820",07/21/2022,77,07/18/2008,RECONSTRUCT STRUCTURE (AC)
6,516268,HARVARD CIRCLE,030,FAIRLAWN DR & SENIOR AVE,FAIRLAWN DR,R,A,2,100,30,"3,000",07/07/2022,33,,
2,940269,HASKELL ST,040,SAN PABLO AVE,ACTON ST,R,A,2,"1,505",36,"54,180",07/12/2022,76,08/29/2007,RECONSTRUCT STRUCTURE (AC)
4,729270,HASTE ST,060,FULTON ST,SHATTUCK AVE,A,O,2,580,36,"20,880",07/27/2022,23,08/01/1993,MILL AND OVERLAY W/FABRIC
4,729270,HASTE ST,063,SHATTUCK AVE,MILVIA ST,A,O,2,705,36,"25,380",07/27/2022,75,09/03/2008,MILL AND THICK OVERLAY
4,829270,HASTE ST,065,MILVIA ST,MARTIN LUTHER KING JR WAY,A,O,2,670,36,"24,120",07/27/2022,56,09/03/2008,MILL AND THICK OVERLAY
7,728270,HASTE ST,070,BOWDITCH ST,FULTON ST,A,O,2,"2,680",40,"107,200",07/27/2022,35,08/01/1993,MILL AND OVERLAY W/FABRIC
7,628270,HASTE ST,078,COLLEGE AVE,BOWDITCH ST,A,O,2,670,39,"26,130",07/28/2022,38,08/01/1993,MILL AND OVERLAY W/FABRIC
7,627270,HASTE ST,080,PIEDMONT AVE,COLLEGE AVE,A,O,2,650,36,"23,400",07/28/2022,41,08/01/1993,MILL AND OVERLAY W/FABRIC
6,516271,HAWTHORNE TERRACE,030,LE ROY AVE,EUCLID AVE,R,A,2,365,24,"8,760",07/06/2022,58,10/20/2000,RECONSTRUCT SURFACE (AC)
6,516271,HAWTHORNE TERRACE,035,EUCLID AVE,CEDAR ST,R,A,2,"1,465",24,"35,160",07/06/2022,84,10/10/2016,RECONSTRUCT
8,638273,HAZEL RD,090,CLAREMONT AVE,DOMINGO AVE,R,A,2,830,30,"24,900",07/20/2022,83,10/14/2011,RECONSTRUCT STRUCTURE (AC)
1,320274,HEARST AVE,020,EAST FRONTAGE RD (STATE P/L),6TH ST,C,O,2,"1,515",48,"72,720",07/26/2022,28,08/28/1997,MILL AND OVERLAY W/FABRIC
1,321274,HEARST AVE,030,6TH ST,SAN PABLO AVE,C,O,2,"1,650",36,"59,400",07/26/2022,22,10/01/1994,MILL AND OVERLAY W/FABRIC
1,322274,HEARST AVE,040,SAN PABLO AVE,ACTON ST,R,O,2,"2,350",36,"84,600",07/26/2022,27,08/10/1998,MILL AND OVERLAY W/FABRIC
1,322274,HEARST AVE,045,ACTON ST,SACRAMENTO ST,R,O,2,676,36,"24,336",07/26/2022,24,08/10/1998,MILL AND OVERLAY W/FABRIC
1,423274,HEARST AVE,054,CALIFORNIA ST,MC GEE AVE,C,A,2,660,36,"23,760",07/26/2022,65,08/14/2015,FIBER MICROSURFACING
1,423274,HEARST AVE,055,MC GEE AVE,MARTIN LUTHER KING JR WAY,C,A,2,"1,355",36,"48,780",07/26/2022,64,08/14/2015,FIBER MICROSURFACING
4,424274,HEARST AVE,060,MARTIN LUTHER KING JR WAY,MILVIA ST,A,A,2,670,34,"22,780",07/26/2022,44,06/26/1997,RECONSTRUCT STRUCTURE (AC)
4,524274,HEARST AVE,062,MILVIA ST,HENRY ST,A,O,2,335,46,"15,410",07/26/2022,95,05/26/2020,MILL AND THICK OVERLAY
4,524274,HEARST AVE,064,HENRY ST,SHATTUCK AVE,A,O,2,330,55,"18,150",07/26/2022,88,12/22/2017,MILL AND THICK OVERLAY
4,524274,HEARST AVE,065,SHATTUCK AVE,WALNUT ST,A,O,2,325,57,"18,525",07/26/2022,87,12/22/2017,MILL AND THICK OVERLAY
4,524274,HEARST AVE,067,WALNUT ST,OXFORD ST,A,O,2,355,57,"20,235",07/26/2022,88,12/22/2017,SLURRY SEAL
"6,7",524274,HEARST AVE,068,OXFORD ST,SPRUCE ST,A,O,2,250,58,"14,500",07/26/2022,90,12/22/2017,MILL AND THICK OVERLAY
"6,7",525274,HEARST AVE,070,SPRUCE ST,ARCH ST,A,O,2,425,56,"23,800",07/26/2022,90,12/22/2017,MILL AND THICK OVERLAY
"6,7",525274,HEARST AVE,075,EUCLID AVE,LA LOMA AVE,A,O,2,975,39,"38,025",07/26/2022,93,12/22/2017,MILL AND THICK OVERLAY
6,524274,HEARST AVE,077,LA LOMA AVE,HIGHLAND PL,A,A,2,340,35,"11,900",07/06/2022,81,12/01/2017,SLURRY SEAL
6,525274,HEARST AVE,078,HIGHLAND PL,DEAD END (COP @ CL),R,O,2,140,23,"3,220",07/06/2022,79,12/01/2017,SLURRY SEAL
7,525274,HEARST AVE (EB),072,ARCH ST,EUCLID AVE,A,O,2,"1,160",20,"23,200",07/26/2022,89,12/22/2017,MILL AND THICK OVERLAY
6,525274,HEARST AVE (WB),073,EUCLID AVE,ARCH ST,A,O,2,"1,160",23,"26,680",07/26/2022,95,,
2,920275,HEINZ AVE,030,3RD ST (WEST END),7TH ST,R,A,2,"1,197",36,"43,092",07/13/2022,77,10/10/2016,RECONSTRUCT
2,920275,HEINZ AVE,042,7TH ST,9TH ST,R,O,2,708,36,"25,488",10/26/2022,48,10/26/2022,RUBBERIZED CAPE SEAL
2,920275,HEINZ AVE,046,9TH ST,SAN PABLO AVE,R,A,2,660,36,"23,760",09/28/2022,100,09/28/2022,RECONSTRUCT STRUCTURE (AC)
5,517276,HENRY ST,030,EUNICE ST,ROSE ST,A,A,2,"1,375",62,"85,250",07/14/2022,36,07/01/1994,RECONSTRUCT STRUCTURE (AC)
5,517276,HENRY ST,034,ROSE ST,VINE ST,R,A,2,660,36,"23,760",07/14/2022,95,07/03/2019,RECONSTRUCT STRUCTURE (AC)
5,517276,HENRY ST,035,VINE ST,CEDAR ST,R,A,2,655,36,"23,580",07/14/2022,95,07/03/2019,RECONSTRUCT STRUCTURE (AC)
4,524276,HENRY ST,045,HEARST AVE,BERKELEY WAY,R,O,2,335,34,"11,390",07/26/2022,56,07/09/2014,MILL AND OVERLAY
6,115277,HIGH COURT,020,DEAD END,OAK ST,R,O,2,645,24,"15,480",07/07/2022,26,,
6,525278,HIGHLAND PL,040,NORTH END,RIDGE RD,R,A,2,215,15,"3,225",07/08/2022,5,,
6,525278,HIGHLAND PL,042,RIDGE RD,HEARST AVE,R,C,2,345,36,"12,420",07/08/2022,92,10/11/2019,LIGHT REHAB
6,525279,HILGARD AVE,070,ARCH ST,SCENIC AVE,R,O,2,440,36,"15,840",07/06/2022,55,,
6,525279,HILGARD AVE,072,SCENIC AVE,EUCLID AVE,R,O,2,595,36,"21,420",07/06/2022,75,06/30/2010,MILL AND THIN OVERLAY
6,525279,HILGARD AVE,074,EUCLID AVE,LA LOMA AVE,R,A,2,"1,050",35,"36,750",07/06/2022,82,06/30/2010,RECONSTRUCT STRUCTURE (AC)
6,525279,HILGARD AVE,078,LA LOMA AVE,LA VEREDA RD,R,O,2,490,17,"8,330",07/06/2022,88,,
6,525279,HILGARD AVE,080,LA VEREDA RD,DEAD END,R,O,2,220,24,"5,280",07/06/2022,92,07/03/2019,MILL AND THIN OVERLAY
6,516280,HILL CT,070,EUCLID AVE,DEAD END (EUCLID AVE),R,A,2,310,15,"4,650",07/07/2022,97,07/10/2020,RECONSTRUCT SURFACE (AC)
6,116281,HILL RD,025,SHASTA RD,DEAD END,R,O,2,575,18,"10,350",07/07/2022,8,,
6,516281,HILL RD,030,DEAD END NR AJAX LANE,GRIZZLY PEAK BLVD (SOUTH),R,A,2,945,20,"18,900",07/07/2022,19,,
8,638282,HILLCREST CT,070,THE FOOTWAY,HILLCREST RD,R,O,2,190,20,"3,800",07/20/2022,47,10/01/1994,MILL AND OVERLAY W/FABRIC
8,638283,HILLCREST RD,088,ROANOKE RD,DEAD END ABOVE ROANOKE RD,R,O,2,390,24,"9,360",07/20/2022,25,10/01/1994,MILL AND OVERLAY W/FABRIC
6,111284,HILLDALE AVE,010,GRIZZLY PEAK BLVD,MARIN AVE,R,O,2,"1,870",21,"39,270",07/07/2022,20,09/01/1991,MILL AND THICK OVERLAY
6,115284,HILLDALE AVE,020,MARIN AVE,REGAL RD,R,A,2,"1,265",20,"25,300",07/07/2022,17,09/08/1999,RECONSTRUCT SURFACE (AC)
8,736285,HILLEGASS AVE,060,DWIGHT WAY,ASHBY AVE,R,A,2,"3,200",36,"115,200",07/28/2022,65,05/31/2000,RECONSTRUCT STRUCTURE (AC)
8,739285,HILLEGASS AVE,070,ASHBY AVE,CITY LIMIT (WOOLSEY ST),R,A,2,855,36,"30,780",07/28/2022,73,07/28/2003,RECONSTRUCT STRUCTURE (AC)
8,627286,HILLSIDE AVE,050,PROSPECT ST,DWIGHT WAY,R,O,2,760,30,"22,800",07/27/2022,86,07/03/2013,MILL AND OVERLAY
8,627287,HILLSIDE CT,050,DEAD END (HILLSIDE AVE),HILLSIDE AVE,R,A,2,290,16,"4,640",07/27/2022,91,07/03/2013,RECONSTRUCT SURFACE (AC)
6,115288,HILLVIEW RD,020,WOODSIDE RD,PARK HILLS RD,R,A,2,"1,265",22,"27,830",07/08/2022,84,07/25/2012,RECONSTRUCT STRUCTURE (AC)
2,920289,HOLLIS ST,070,FOLGER AVE,SOUTH CITY LIMIT,C,O,2,175,43,"7,525",07/13/2022,69,07/07/2008,MILL AND THICK OVERLAY
5,418290,HOLLY ST,030,ROSE ST,CEDAR ST,R,A,2,910,36,"32,760",07/29/2022,97,11/30/2021,RECONSTRUCT STRUCTURE (AC)
1,213292,HOPKINS CT,020,ALBINA AVE,HOPKINS ST,R,A,2,570,25,"14,250",07/18/2022,82,11/06/2003,RECONSTRUCT SURFACE (AC)
1,319293,HOPKINS ST,040,SAN PABLO AVE,STANNAGE AVE,R,O,2,500,40,"20,000",07/21/2022,52,09/13/2002,MILL AND OVERLAY W/FABRIC
1,319293,HOPKINS ST,042,STANNAGE AVE,NORTHSIDE AVE,R,O,2,915,40,"36,600",07/21/2022,63,09/13/2002,MILL AND OVERLAY W/FABRIC
1,319293,HOPKINS ST,045,NORTHSIDE AVE,PERALTA AVE,R,O,2,545,35,"19,075",07/21/2022,70,09/13/2002,MILL AND OVERLAY W/FABRIC
1,319293,HOPKINS ST,046,PERALTA AVE,GILMAN ST,R,O,2,"1,442",36,"51,912",07/21/2022,47,09/13/2002,MILL AND OVERLAY W/FABRIC
1,319293,HOPKINS ST,047,GILMAN ST,SACRAMENTO ST,R,O,2,530,36,"19,080",07/19/2022,23,09/13/2002,MILL AND OVERLAY W/FABRIC
"1,5",213293,HOPKINS ST,049,SACRAMENTO ST,HOPKINS CT,A,O,2,200,36,"7,200",07/19/2022,45,,
5,213293,HOPKINS ST,050,HOPKINS CT,MONTEREY AVE,C,O,2,250,36,"9,000",07/19/2022,41,,
5,213293,HOPKINS ST,052,MONTEREY AVE,MC GEE AVE,C,A,2,250,40,"10,000",07/19/2022,42,12/01/1989,RECONSTRUCT STRUCTURE (AC)
5,213293,HOPKINS ST,053,MC GEE AVE,CARLOTTA AVE,C,A,2,320,45,"14,400",07/19/2022,45,12/01/1989,RECONSTRUCT STRUCTURE (AC)
5,213293,HOPKINS ST,055,CARLOTTA AVE,JOSEPHINE ST,C,O,2,"1,525",45,"68,625",07/19/2022,40,12/01/1989,MILL AND THICK OVERLAY
5,213293,HOPKINS ST,059,JOSEPHINE ST,THE ALAMEDA,C,A,2,335,60,"20,100",07/19/2022,44,07/01/1991,RECONSTRUCT STRUCTURE (AC)
5,114293,HOPKINS ST,060,THE ALAMEDA,SUTTER ST,C,O,2,"1,375",60,"82,500",07/19/2022,26,07/01/1991,MILL AND THICK OVERLAY
3,736294,HOWE ST,070,ELLSWORTH ST,TELEGRAPH AVE,R,O,2,545,36,"19,620",07/28/2022,17,11/25/1998,MILL AND OVERLAY W/FABRIC
2,940300,IDAHO ST,072,66TH ST,ALCATRAZ AVE,R,O,2,823,36,"29,628",07/12/2022,18,05/01/1996,THIN AC OVERLAY(1.5 INCHES)
2,940300,IDAHO ST,076,ALCATRAZ AVE,SOUTH CITY LIMIT,R,O,2,135,36,"4,860",07/12/2022,79,09/01/2013,OVERLAY
5,112301,INDIAN ROCK AVE,062,ARLINGTON AVE,SAN LUIS RD,R,A,2,"1,600",30,"48,000",07/18/2022,49,08/10/1998,RECONSTRUCT STRUCTURE (AC)
5,112301,INDIAN ROCK AVE,064,SAN LUIS RD,SANTA BARBARA RD,R,O,2,565,30,"16,950",07/18/2022,18,08/10/1998,MILL AND OVERLAY W/FABRIC
5,418310,JAYNES ST,050,CALIFORNIA ST,EDITH ST,R,A,2,990,36,"35,640",07/19/2022,85,12/17/2015,RECONSTRUCT SURFACE (AC)
4,830311,JEFFERSON AVE,050,UNIVERSITY AVE,ADDISON ST,R,O,2,335,24,"8,040",07/21/2022,32,10/01/1995,MILL AND OVERLAY W/FABRIC
4,830311,JEFFERSON AVE,052,ALLSTON WAY,DWIGHT WAY,R,A,2,"2,000",39,"78,000",07/27/2022,30,07/01/1993,RECONSTRUCT SURFACE (AC)
1,320312,JONES ST,020,EASTSHORE HWY,2ND ST,R,O,2,280,37,"10,360",07/21/2022,91,07/03/2019,MILL AND THIN OVERLAY
1,320312,JONES ST,025,4TH ST,6TH ST,R,O,2,685,36,"24,660",07/21/2022,94,07/03/2019,MILL AND OVERLAY
1,319312,JONES ST,040,SAN PABLO AVE,STANNAGE AVE,R,O,2,505,36,"18,180",07/21/2022,63,12/01/2017,SLURRY SEAL
5,213313,JOSEPHINE ST,020,THE ALAMEDA,HOPKINS ST,R,A,2,575,36,"20,700",07/14/2022,95,07/03/2019,RECONSTRUCT SURFACE (AC)
5,418313,JOSEPHINE ST,032,HOPKINS ST,ROSE ST,R,O,2,"1,290",36,"46,440",07/14/2022,79,12/01/2017,SLURRY SEAL
5,418313,JOSEPHINE ST,036,ROSE ST,CEDAR ST,R,O,2,"1,320",36,"47,520",07/14/2022,66,08/15/2012,MILL AND THIN OVERLAY
1,423313,JOSEPHINE ST,040,CEDAR ST,VIRGINIA ST,R,O,2,660,36,"23,760",07/21/2022,28,07/22/1997,MILL AND THICK OVERLAY
1,319314,JUANITA WAY,035,ROSE ST,CEDAR ST,R,O,2,595,25,"14,875",07/21/2022,26,08/10/1998,MILL AND THICK OVERLAY
3,834315,JULIA ST,050,SACRAMENTO ST,KING ST,R,A,2,"1,415",36,"50,940",07/11/2022,74,04/15/2008,RECONSTRUCT STRUCTURE (AC)
1,319320,KAINS AVE,030,NORTH CITY LIMIT,HOPKINS ST,R,A,2,"2,730",30,"81,900",07/20/2022,81,08/31/2004,RECONSTRUCT STRUCTURE (AC)
1,322320,KAINS AVE,040,CEDAR ST,VIRGINIA ST,R,O,2,660,30,"19,800",07/20/2022,64,08/31/2004,MILL AND THIN OVERLAY
4,729535,KALA BAGAI WAY,050,ADDISON ST,UNIVERSITY AVE,A,A,3,356,50,"17,800",07/27/2022,94,06/10/2020,RECONSTRUCT SURFACE (AC)
4,729051,KALA BAGAI WAY,052,CENTER ST,ADDISON ST,A,A,2,330,48,"15,840",07/27/2022,43,06/10/2020,RECONSTRUCT SURFACE (AC)
6,111321,KEELER AVE,010,GRIZZLY PEAK BLVD,MARIN AVE,R,A,2,"1,350",20,"27,000",07/07/2022,86,12/14/2015,RECONSTRUCT SURFACE (AC)
6,111321,KEELER AVE,020,MARIN AVE,MILLER AVE,R,O,2,"1,025",19,"19,475",07/07/2022,14,08/01/1991,MILL AND THICK OVERLAY
6,111321,KEELER AVE,023,MILLER AVE,POPPY LANE,R,O,2,600,18,"10,800",07/07/2022,17,08/01/1991,MILL AND THICK OVERLAY
6,115321,KEELER AVE,025,STERLING AVE,BRET HARTE RD,R,A,2,400,20,"8,000",07/08/2022,42,07/01/1996,RECONSTRUCT STRUCTURE (AC)
6,115321,KEELER AVE,027,BRET HARTE RD,SHASTA RD,R,A,2,"1,760",25,"44,000",07/08/2022,54,07/01/1996,RECONSTRUCT STRUCTURE (AC)
6,115323,KEITH AVE,020,SPRUCE ST,EUCLID AVE,C,O,2,"1,472",22,"32,384",07/07/2022,70,06/15/2016,SLURRY SEAL
6,115323,KEITH AVE,025,EUCLID AVE,SHASTA RD,C,A,2,"2,570",25,"64,250",07/07/2022,74,06/15/2016,SLURRY SEAL
8,637324,KELSEY ST,060,STUART ST,RUSSELL ST,R,A,2,500,36,"18,000",07/29/2022,75,12/15/2004,RECONSTRUCT SURFACE (AC)
5,112325,KENTUCKY AVE,010,VASSAR AVE,MARYLAND AVE,R,A,2,475,26,"12,350",07/18/2022,53,06/01/1994,RECONSTRUCT STRUCTURE (AC)
5,112325,KENTUCKY AVE (NB),015,MARYLAND AVE,MICHIGAN AVE,R,A,2,840,15,"12,600",07/18/2022,42,06/01/1994,RECONSTRUCT STRUCTURE (AC)
5,112325,KENTUCKY AVE (SB),020,MICHIGAN AVE,MARYLAND AVE,R,A,2,840,15,"12,600",07/18/2022,44,,
1,319326,KEONCREST DR,040,ROSE ST,ACTON ST,R,O,2,950,25,"23,750",07/26/2022,20,08/10/1998,MILL AND THICK OVERLAY
3,834327,KING ST,068,RUSSELL ST,ASHBY AVE,R,A,2,635,37,"23,495",07/12/2022,75,07/31/2002,RECONSTRUCT STRUCTURE (AC)
3,840327,KING ST,070,ASHBY AVE,FAIRVIEW ST,R,A,2,"1,325",37,"49,025",07/12/2022,72,07/31/2002,RECONSTRUCT STRUCTURE (AC)
3,840327,KING ST,075,FAIRVIEW ST,SOUTH CITY LIMIT (62ND ST),R,A,2,"1,500",37,"55,500",07/12/2022,73,07/31/2002,RECONSTRUCT STRUCTURE (AC)
4,729328,KITTREDGE ST,063,MILVIA ST,SHATTUCK AVE,R,O,2,705,36,"25,380",07/27/2022,40,09/01/1984,SLURRY SEAL
4,729328,KITTREDGE ST,066,SHATTUCK AVE,FULTON ST,R,O,2,440,32,"14,080",07/27/2022,14,11/01/1992,MILL AND OVERLAY W/FABRIC
6,516340,LA LOMA AVE,030,GLENDALE AVE,EL PORTAL CT,C,O,2,250,36,"9,000",07/06/2022,67,06/15/2016,SLURRY SEAL
6,516340,LA LOMA AVE,032,EL PORTAL CT,QUARRY RD,C,O,2,155,35,"5,425",07/06/2022,75,06/15/2016,SLURRY SEAL
6,516340,LA LOMA AVE,034,START PCC,END PCC,C,P,2,575,27,"15,525",07/06/2022,79,07/01/1993,RECONSTRUCT STRUCTURE (PCC)
6,516340,LA LOMA AVE,036,END PCC,BUENA VISTA WAY,C,O,2,630,28,"17,640",07/06/2022,26,06/01/1995,MILL AND OVERLAY W/FABRIC
6,516340,LA LOMA AVE,038,BUENA VISTA WAY,CEDAR ST,C,O,2,765,32,"24,480",07/06/2022,33,06/01/1995,MILL AND OVERLAY W/FABRIC
6,525340,LA LOMA AVE,045,VIRGINIA ST,LE CONTE AVE,C,A,2,273,25,"6,825",07/06/2022,40,06/01/1995,RECONSTRUCT STRUCTURE (AC)
6,525340,LA LOMA AVE,050,LE CONTE AVE,HEARST AVE,C,A,2,729,36,"26,244",07/06/2022,47,,
6,516348,LA VEREDA RD,030,LA LOMA AVE,CEDAR ST,R,O,2,550,18,"9,900",07/06/2022,79,04/15/2015,THIN OVERLAY
6,525348,LA VEREDA RD,040,CEDAR ST,DEAD END ABOVE VIRGINIA ST,R,O,2,820,18,"14,760",07/06/2022,91,04/15/2015,THIN OVERLAY
5,214343,LASSEN ST,020,MARIN AVE,EL DORADO AVE,R,A,2,370,32,"11,840",07/18/2022,39,,
6,115344,LATHAM LANE,080,MILLER AVE,GRIZZLY PEAK BLVD,R,A,2,485,21,"10,185",07/07/2022,41,06/01/1994,RECONSTRUCT STRUCTURE (AC)
6,115344,LATHAM LANE,083,CRESTON RD,OVERLOOK RD,R,A,2,275,23,"6,325",07/07/2022,70,11/01/1988,RECONSTRUCT SURFACE (AC)
5,213345,LAUREL LN,010,CAPISTRANO AVE,SAN PEDRO AVE,R,O,2,500,20,"10,000",07/19/2022,30,,
6,115347,LAUREL ST,020,OAK ST,EUNICE ST,R,A,2,510,32,"16,320",07/07/2022,37,07/01/1988,RECONSTRUCT SURFACE (AC)
6,525349,LE CONTE AVE,072,ARCH ST & HEARST AVE,SCENIC AVE,R,O,2,746,32,"23,872",07/27/2022,75,12/15/2015,MILL AND OVERLAY
6,525349,LE CONTE AVE,074,SCENIC AVE,EAST END,R,A,2,"2,147",36,"77,292",07/06/2022,74,06/15/2016,SLURRY SEAL
6,516350,LE ROY AVE,032,ROSE ST,HAWTHORNE TERRACE,R,A,2,390,30,"11,700",07/06/2022,47,10/20/2000,RECONSTRUCT SURFACE (AC)
6,516350,LE ROY AVE,034,HAWTHORNE TERRACE,CEDAR ST,R,A,2,"1,235",30,"37,050",07/06/2022,86,07/25/2014,RECONSTRUCT STRUCTURE (AC)
6,525350,LE ROY AVE,040,CEDAR ST,HILGARD AVE,R,A,2,375,34,"12,750",07/06/2022,82,06/30/2010,RECONSTRUCT STRUCTURE (AC)
6,525350,LE ROY AVE,044,CUL-DE-SAC,RIDGE RD,R,A,2,805,35,"28,175",07/06/2022,24,06/01/1995,RECONSTRUCT SURFACE (AC)
6,525350,LE ROY AVE,048,RIDGE RD,HEARST AVE,R,O,2,350,37,"12,950",07/06/2022,89,12/22/2017,MILL AND THICK OVERLAY
8,638351,LEWISTON AVE,070,WOOLSEY ST,ALCATRAZ AVE,R,O,2,880,36,"31,680",07/20/2022,83,09/24/2008,MILL AND THICK OVERLAY
